path,text,line_1,line_2,manual,source
"posts/poster_20260610204520_002.jpg","","","","yes","visual-sheet"
"posts/poster_20260610204618_003.jpg","","","","yes","visual-sheet"
"posts/poster_20260610204713_004.jpg","","","","yes","visual-sheet"
"posts/poster_20260610204834_005.jpg","","","","yes","visual-sheet"
"posts/poster_20260610225919_001.jpg","","","","yes","visual-sheet"
"posts/poster_20260610230027_002.jpg","","","","yes","visual-sheet"
"posts/poster_20260610230138_003.jpg","","","","yes","visual-sheet"
"posts/poster_20260610230138_003.png","","","","yes","visual-sheet"
"posts/poster_20260610230441_004.jpg","","","","yes","visual-sheet"
"posts/poster_20260610230441_004.png","","","","yes","visual-sheet"
"posts/poster_20260610230748_005.jpg","","","","yes","visual-sheet"
"posts/poster_20260610234002_001.jpg","keep moving, it adds up.","keep moving,","it adds up.","yes","visual-sheet"
"posts/poster_20260610234002_001.png","keep moving, it adds up.","keep moving,","it adds up.","yes","visual-sheet"
"posts/poster_20260610234122_002.png","stay goofy twin, it's iconic.","stay goofy twin,","it's iconic.","yes","visual-sheet"
"posts/poster_20260610234311_003.jpg","smile twin, you're alive.","smile twin,","you're alive.","yes","visual-sheet"
"posts/poster_20260610234506_004.png","keep moving, it adds up.","keep moving,","it adds up.","yes","visual-sheet"
"posts/poster_20260610234658_005.jpg","keep moving, it adds up.","keep moving,","it adds up.","yes","visual-sheet"
"posts/poster_20260610234658_005.png","keep moving, it adds up.","keep moving,","it adds up.","yes","visual-sheet"
"posts/poster_20260611181357_001.jpg","stay goofy twin, it's iconic.","stay goofy twin,","it's iconic.","yes","visual-sheet"
"posts/poster_20260611181723_002.jpg","smile twin, you're alive.","smile twin,","you're alive.","yes","visual-sheet"
"posts/poster_20260611181723_002.png","smile twin, you're alive.","smile twin,","you're alive.","yes","visual-sheet"
"posts/poster_20260611181939_003.png","smile twin, you're alive.","smile twin,","you're alive.","yes","visual-sheet"
"posts/poster_20260611182136_004.png","stay goofy twin, it's iconic.","stay goofy twin,","it's iconic.","yes","visual-sheet"
"posts/poster_20260611182447_005.png","stay goofy twin, it's iconic.","stay goofy twin,","it's iconic.","yes","visual-sheet"
"posts/poster_20260611185849_002.png","stay goofy twin, it's iconic.","stay goofy twin,","it's iconic.","yes","visual-sheet"
"posts/poster_20260611185855_003.png","smile twin, you're alive.","smile twin,","you're alive.","yes","visual-sheet"
"posts/poster_20260611190015_001.png","smile twin, you're alive.","smile twin,","you're alive.","yes","visual-sheet"
"posts/poster_20260611200833_001.png","stay goofy twin, it's iconic.","stay goofy twin,","it's iconic.","yes","visual-sheet"
"posts/poster_20260611210707_001.png","captain floof, keep cruising","captain floof,","keep cruising","yes","visual-sheet"
"posts/poster_20260611210715_003.png","hey you, doing better than you think","hey you,","doing better than you think","yes","visual-sheet"
"posts/poster_20260611212131_003.png","hey you, momentum looks good","hey you,","momentum looks good","yes","visual-sheet"
"posts/poster_20260611214256_001.png","little pep talk, you're doing great","little pep talk,","you're doing great","yes","visual-sheet"
"posts/poster_20260611214303_002.png","just so you know, you're exactly on time","just so you know,","you're exactly on time","yes","visual-sheet"
"posts/poster_20260611214403_003.png","hey night owl, chill vibes, big wins","hey night owl,","chill vibes, big wins","yes","visual-sheet"
"posts/poster_20260611220630_003.png","hey you, making magic quietly","hey you,","making magic quietly","yes","visual-sheet"
